"","doc","text"
"102","1862-07-11","11 июля. Среда. Говорят, что Адлербергов и Баранова отставили. Слава богу! Тремя дураками меньше стало. Сегодня я услышал, что Михайлов, сосланный в Сибирь, с последней станции по дороге туда бежал вместе с жандармским офицером, которого к нему приставили и на которого правительство много надеялось. Он бежал в Лондон, к Искандеру, как раз ко всемирной выставке. Наконец настанет время, когда Лондон будет заселен одними русскими беглецами. Лидерс, которого чуть не застрелили, оправился и уехал в Берлин. Константин Николаевич выздоровел. Я решился заниматься естественной историей, да что-то лень стало: так и остановился. Надо будет скоро начинать готовиться в академию. Лень наступает. Это мне не совсем приятно. Право, когда отучиться от лени, а то ведь ничего не сделаешь. Я теперь положу себе за правило каждый день непременно выучиваться по 5 листов зоологии. Я думаю, что ничего не выйдет. Купил алгебру. Хотел заниматься математикой и ничего не сделал: тоже будет и с зоологией. Рибо давно я не видел."
"103","1862-08-25","25 августа. Суббота. В четверг получил письмо от Филиппова, просил разузнать об университете. Я написал, что знал, сейчас только кончил. 16 августа, в Четверг подал прошение в академию, в сентябре, тоже в Четверг намерен держать вступительные экзамены. Здесь должно надеяться на одно только счастье, потому что я не повторял ни математики, ни географии, ни русского, латинского, немецкого языков, ни всеобщей средней и новой истории. Не знаю, что будет, а повторять лень. Ничего, сойдет. Сошло же выпускные экзамены. Еще труднее этих были."
"104","1862-08-27","27 августа. Понедельник. Кончил русскую историю. Остается еще повторить: закон Божий, всеобщую историю, физику и если будет время, так латинский и немецкий языки. Хорошо бы было, если б хорошо сошли с рук экзамены. До них осталось только 8 дней. Вчера к Шмидту, доктору, приезжали на обед Японцы, вчетвером. Я их видел еще в Царском селе, очень близко. Вчера же вечером мы были в театре александринском, который теперь переименован в народный. Цена в нем понижена значительно. За место в галерее прежде платили 70 копеек., а теперь 40 и т.д. Играли: русская боярыня 17 столетия, Женитьба Гоголя, историю с дядюшкой и всех цветочков боле розу я любил. Мы сначала поехали в Мариинский театр. На нем была опера Жизнь за царя; но ни одного места не было. Были свободны кресла по 1 рублю 50 копеек и можно бы было пожертвовать этими деньгами, да одеты то мы были не так. В Польше теперь волнения. Ярошинский, стрелявший в Константина Николаевича. Ржаньца и хотевшие убить князя Вельепольского, повешены. Впрочем маркизу Гонзаго Мышковскому не сдобровать. Недавно он получил отравленное письмо и, когда стал читать, то, вдохнув ядовитые пары, чувствовал тошноту, как и другие лица, читавшие это письмо. Оно было написано чрезвычайно мелко и неразборчиво, чтобы, держа ближе к глазам, м.б. было отравиться. Открыт заговор. Папа сегодня приехал из Царского. У нас там живет Каташенька. Она приехала из Петербурга на 8-ми часовой машине в Понедельник, 20 Августа."
"105","1862-09-04","4 сентября. Вторник. Сегодня я встал в 7 часов утра, заснув в 2 часа ночи. Повторил закон Божий, физики и, дождавшись, Рибо в 9 <U+00BD> часов отправился в академию. Там уж за оградой пред летней конференцией прохаживались многие, а в том числе и некоторые из моих знакомых, которые впрочем больше сидели: Баумиллер, Бахро, Пасвик, Щастный, Никифоров, Сухотин. Прошлые подали в 1й курс только 90 человек. Прошлый год в первом курсе было 130. Вскоре пришли профессора и мы отправились в залу. Сев на табурет за стол, я взял у дежурного офицера русское сочинение. Попалось: о мариотовом законе для воздухообразных тел и о манометре. Я написал все, что знал и подал Измайлову. (Хлебникова не было). Просмотрев его, он спросил, каким инструментом измеряется действие сгустительного насоса и, когда я ответил, то, сказав: видно, что вы знаете, спросил, где я воспитывался и написал удовлетворительно. Некоторых он спрашивал из математики; боюсь, чтоб и меня завтра не вызвал. Тогда я пропал. Потом я взял у Фаворского тему на латинские сочинения: Quedam de Waschingtone — reipublicae Americanae praside. Я ничего не помнил из Американской войны, однако кое что написал с помощью хронологии. У Фаворского тоже получил удовлетворительно. Держал бы я из Закона, да священника не было и тоже. Придется завтра держать еще этих предметов. Сегодня к нам приехал Иван Галактионович. Он завтра намерен ехать в Царское село. В Грузино воротится через неделю. У Коти завтра экзамен из Химии. Он хочет не спать всю ночь, дабы приготовиться. Господи, помоги ему выдержать! В Субботу, я думаю мы уедем в Царское село. Я однако боюсь, чтоб мне не срезать завтра на экзамене из Математики. Ни охота, что повторять то лень. А это будет очень худо, если я не выдержу. Ничего, что горевать прежде времени. Как-нибудь да сойдет."
"106","1862-10-13","13 октября. Суббота. Желание мое исполнилось. Я поступил в академию. Но только из этого пока еще мало. Составляю лекции из Анатомии и Ботаники; да и то из последней несколько лекций пропустил. 8 октября мне заказал папа у Руса (в пассаже) пальто и форменную пару за 77 рублей серебром. Завтра утром будет готово. Филиппов поступил в Университет здешний по Математическому разряду такого же факультета. Бухарев уехал в Москву. Публичная Библиотека еще до сих пор еще не открыта. Забыл еще приписать 14 сентября у нас в саду в Царском селе посажена первая яблоня, в углу, где прежде были качели, между загородкой пруда и забором, который выходит на двор Лисициной (она продала свой дом Серкову). Замечательно еще то, что 10 Сентября погода была превосходная. Еще накануне, для из дворцового сада, я любовался осенним вечером (был уж, кажется, первый час). Небо было совершенно чистое, слегка окрашенное разовым цветом. Деревья и трава совершенно зеленые. Воздух свежий, здоровый, необыкновенно истый и прозрачный так, что простыми глазами можно было далеко видеть. Одним словом был такой день, какой может быть только осенью, но ни в какое другое время года, не теплый, не холодный, но, если можно так выразить, свежий; температура, которую я очень люблю. Встаю на другой день; гляжу в окно и не понимаю, что со мной делается. Все поле, бульвар, улица, все Царское село, было покрыто снегом. Небо, совершенно серое, обильно усыпало землю снежными хлопьями. Местами на бульваре, у деревьев, проглядывала зеленая ветка и представляла странный контраст с помертвевшими окрестностями. Ни одной птички, ни одного животного, человека не было видно. Все исчезло, скрылось. Наступила зима. Такой быстрый переход от осени к зиме не совсем то мне понравился. Я еще надеялся погулять, а тут сиди себе дома, да смотри на белое поле, расстилающееся перед окнами, ограниченное вдали белым же снегом и надо всем этим беловато серое неприятного цвета, небо. Порой по улице пробежит собака или пройдет человек и все снова затихнет. Но это недолго продолжалось. На другой день снег уже не шел и к вечеру начал таять; на третий он уже и утром таял. Окрестности начали освобождаться от временного савана, но все еще как-то лениво; не то, что весной: проглянет только солнышко — и снега как будто не бывало (я разумею такое количество снега, какое было в Царском). Такое состояние природы, кажется, еще тягостнее, чем зима. Везде тает, везде слышен плеск падающих капель. Всюду стоят желтоватые лужи. По улице снег сделался из белого каким-то желто грязным. Поля посинели. Неприятна такая картина, очень неприятна. 14 сентября снег совершенно стаял и улицы посреди высохли. Еще 13го снегу оставалось немного. Разве только, где-нибудь в тени укрылся клочок, та и то рыхлый, сейчас же растает. После погода поправилась. Конечно она не стала такою, какою было до этого явления. Листья пожелтели на деревьях и усыпали собою бульвар. О цветах и говорить нечего. Все они почернели, опустились. Многие поломались от тяжести лежавшего на них снега. Но все так было снежно две нынешние недели. Теперь же осень совершенно вступила в свои права."
"107","1862-11-08","8 ноября. Суббота. Я намерен как можно больше и подробнее писать об Медицинской академии, чтобы потом иметь возможность теперешний быт академии сравнить с будущим. Не знаю с чего и начать. С того разве, что студенты носят офицерскую форму и отличаются от них только красным шнуром вместо серебряного или золотого, смотря по пуговицам. Однако лень стало писать. Надо заниматься и — и того не хочется. Так лучше упражняться в силе. Все так на свете. Что хочешь сделать — никогда того не сделаешь."
"108","1863-07-04","4 июля. Четверг. Удивительно, что со мною делается. Я, кажется, влюбился в Джустиниани. Вчера у меня был Пасвик. Соня принесла ее портрет. Сердце у меня забилось и я с наслаждением любовался изображением дорогого для меня существа. Действительно, я влюблен. Еще при похоронах ее брата она произвела на меня впечатление и я дня три не мог забыть ее миловидного личика. Потом мало по малу забыл. Подарок атласа заставил меня сходить поблагодарить. Наконец сама Екатерина Ивановна познакомилась с сестрами, так что все способствовало моей любви к ней. Что я влюблен, в этом теперь нет сомнения. Для чего я всегда хорошенько одеваюсь и украшаюсь, когда иду к Джустиниани? Когда Екатерина Ивановна приходила к нам, я не мог заниматься. Мне хотелось, выйти, сесть и любоваться на нее и просидеть так долго. Эти фразы не из романа выписаны. Я сам прежде не верил в любовь, смеялся над влюбленными, а теперь самому пришлось испытать это. Я бы впрочем очень рад был, если б освободился от этой глупой любви. Что в ней толку? Я еще молокосос, решиться не могу для чего ж развивать в себе это чувство? Притом я хочу решиться, когда составлю себе имя, карьеру, состояние, а до этого еще далеко. А Джустиниани мне очень нравится. Я люблю ее как-то особенно. Мне делается неприятно, когда говорят о ней неприлично. Я бы кажется готов был растерзать того, кто б осмелился нанести ей оскорбление. Как бы я рад был, если б она отвечала мне взаимностью. Если я буду когда-нибудь ее мужем, я буду все делать для нее, что только по силам. А глупо право мечтать. А ведь сам знаешь, что и любить-то глупо, а что станешь делать? это от меня не зависит. Хорошо б было, если б хоть другие то не заметили, да я такой человек, что не сумеет открыть никакого своего чувства. Ну что если я дойду до этого, что не буду в силах совладать с собой и откроюсь ей или Екатерина Ивановна заметит во мне что-нибудь необыкновенное? Я не знаю, что тогда буду делать. Если она останется ко мне совершенно равнодушно, не выйдет за меня замуж и любовь моя разовьется еще более — я кажется застрелюсь. До сих пор я не понимал, что значат душевные страдания, а теперь к несчастию коротко познакомился с ними. Когда я, будучи в Воскресенье прошлое на музыке в Павловске, не догнал их в саду и думал, что замечен ими, что тогда во мне происходило я даже не могу объяснить. Я право готов был наложить на себя руки. Нет, я влюблен, решительно влюблен. А как тяжело сознаться в этом, да еще должен скрывать. Глупо, глупо, что я влюбился! Главное, я не могу уж отстать теперь. Меня так и тянет к ней; я бы все отдал, что имею, лишь бы она была моя и сочувствовала мне. Да чем я могу заслужить ее расположение? Никаких достоинств, отличающих меня от других, по крайней мере недюжинных — не имею, ничего порядком не знаю, физиономией — урод уродом. Видно мне придется погибать даром. Я теперь не могу приняться за книгу, мне все мерещится она. А как мне хочется в Павловск! Екатерина Ивановна приглашала Машу и Соню, а так как им не с кем ехать. Что я буду там делать, желал бы я знать, дураком выкажусь? Я думаю, что так. Не знаю, что дальше будет. Теперь постараюсь быть исправнее, записывать все замечательное, чтоб потом посмотреть на окончательное развитие и уничтожение моей любви. Последнее должно быть вернее, да и какая может быть любовь в лето? Потом посмеюсь я, когда прочитаю, что чрез год или два; а теперь не до смеху. Право странное чувство эта любовь. Всякого человека она переменит, дураком каким-то делает. Так ли я рассуждал два месяца тому назад, а теперь что? Сам себя не узнаю. Ничего делать не хочется, а между тем наступает год трудностей. И всему то виновата моя проклятая любовь. Хоть бы освободиться от нее скорее, да как это сделаешь? Воли то нет — вот в чем главное дело."
"109","1863-07-19","19 июля. Пятница. В мои именины, в прошлый понедельник Соня, мама, Рибо и я отправились вместе в Царское и, напившись там кофе пошли на музыку в Павловске. Джустиниани там не было и потому Соня со мной во время антракта пошла к ним на квартиру. Они живут в Конюшенной ул., д. Дементьева, № 66. Улицу мы нашли скоро, но дом представил затруднение. №№ у домов там не выставлены. Фамилии Дементьева никто не знает. Мы однако не отчаивались и храбро шли вперед. Взглянув случайно налево, я заметил дом с мезонином и балконом, на котором стоит дама и пристально на нас смотрит. Вот она кивнула. Тут я узнал Екатерину Ивановну. Мы вошли к ним в комнаты. Они готовились пить чай. Постели были уже посланы. Но это нисколько их не сконфузило. Не то, что у нас: Услышать звонок, так все разбегаются в стороны, точно зайцы. Живешь для себя, а не для других, следовательно надо заботиться о своем удобстве, а не о том, какой вид имеет квартиру. Я говорю тут не об одном человеке, а о целом семействе. Елизавета Ивановна показалась мне еще лучше, чем была прежде. Особенно нравится мне ее веселый, откровенный, если так сказать, смех. Я замечаю, что все более и более влюбляюсь в нее. Соню начали уговаривать остаться у них. Я сходил спросил у мамы позволения и принес его. За это меня напоили чаем, в продолжении которого я все любовался Елизаветой Ивановной. Мне не хотелось оторвать глаз, взора от ее прелестного личика. Удивительно, что такое так сильно притягивает меня к ней. Соня решилась остаться до Четверга, в который я должен был приехать к обеду и с музыки отправиться с Соней домой.
Вчера снарядившись и нарядившись хорошенько, я отправился в Павловск и в Вокзале был встречен всем семейством Джустиниани с Соней. Придя к ним на дачу, я с Маргаритой пошел в сад, где она показала мне свои горки. Вскоре начался и обед. Елизавета Ивановна сидела вся раскрасневшаяся от жару. После обеда Екатерина Ивановна села на балкон. Я, как вежливый кавалер, пошел воссесть с ней и, не смотря на все старания занять ее разговором, никак не мог этого сделать. В седьмом часу Соня, Елизавета Ивановна и я отправились в вокзал. Штраус еще не начинал играть. Я сидел молча, изредка поглядывая на Елизавету Ивановну. Только когда мы сели ближе к оркестру, я разговорился и Джустиниани еще более понравилась мне своей бесцеремонностью. Она говорила со мной, как с братом и я платил ей тем же. Как бы мне хотелось обнять ее руками чистыми, братскими, без всякого дурного помысла. Мне хотелось признаться ей во всем, открыть пред ней свою душу.

В последний антракт мы гуляли по саду. Она шутила со мной. В эти минуты я стал совершенно другим человеком. Действительно знакомство или любовь моя к Елизавете Ивановне облагородили меня. Я стал гораздо вежливее, чище. Мне хочется теперь сделать что-нибудь такое, что обратило бы на меня особенное ее внимание. Она, я думаю, и не подозревает, что я чувствую к ней. Она не думает, что теперь я вполне могу заменить для нее брата. Я готов все сделать, что только она потребует. И какая она хорошенькая, чистая, святая можно сказать! Я не могу выразить всего, что у меня накипело на душе. Мне чего-то хочется, но чего я объяснить не могу. Мне хочется жить с ней, видеть ее ежеминутно, не скрывать ничего перед ней; а как мне жаль ее. Это сожаление ее искреннее. Бедная! Она осталась совершенно одна. Я думаю, сколько раз она вспоминала брата. Оттого то вероятно она и со мной так обращается. Я не обману ее доверия. Она может положиться на меня во всем. Чего бы кажется я теперь не сделал для нее. Неужели моя любовь к ней кончится ничем? Как мне грустно было вчера уезжать из Павловска. Ночь была такая тихая, чудная. Луна освещала. С каким бы удовольствием погулял я по парку с Елизаветой Ивановной. Господи! Как бы хорошо было, если бы она отвечала мне взаимностью. Я озолотил ее, употребил все мое старание, чтоб ее жизнь была как можно счастливее, ничего бы не жалел, даже самой жизни. Поскорее бы хоть Маша приезжала, я бы с ней опять поехал к Джустиниани Елизавете Ивановне вчера приглашала меня к себе, даже если б я один приехал. Какая она милая. Я право сказать не могу. Какое у ней лицо молоденькое, откровенное, веселое, доброе, я не знаю какое. Я в самом деле окончательно влюбился. Если б хоть из этой любви вышел какой-нибудь толк. Самый ее голос на меня как то особенно действует. Я его никогда не забуду. Как вспомнишь о ней, сердце так и заноет, забьется, что то особенное почувствуешь. Неужели вся любовь есть только одно мучение. Как мне вчера было скучно сидеть в вагоне, так я и сказать не могу. Моя любовь дошла до того, что мне плакать хочется. Когда я вспомню, что бедная Елизавета Ивановна должна теперь скучать одна. С каким бы удовольствием я теперь заменил для нее брата. Не мудрено, что Юлий Иванович любил такую сестру и ходил с ней всюду. Я б сам на его месте тоже бы делал. Я сам не свой! Я люблю ее! А что станешь делать, чтобы заслужить ее любовь? Единственная дорога, которая может мне принести пользу, это: развить себя умственно и научно и с этого дня я даю себе слово хорошенько заниматься."
"110","1863-07-21","21 июля. Воскресенье. Сегодня, к великому моему прискорбию, я окончательно узнал, что я не пара Елизавете Ивановне и по какому глупому обстоятельству: потому что не говорю по-французски, а ее отец умеет говорить только по-французски и итальянски. Желал бы я теперь научиться французскому языку, да как станет учиться и у кого? Да и денег то у меня нет. Беда, да и только. Проклятая гимназия! Ничему она меня не научила, только 7 лет (легко сказать!) потерял даром. Пусть будет, что будет."
"111","1863-07-23","23 июля. Вторник. Решился заниматься грамматикой французского и сегодня уже сделал, что назначил. Не знаю, как дальше пойдет. Сегодня я еще ничего, весел. Только вот шарманка пришла, так немного расстроила, напомнила мне Юлия Ивановича Джустиниани. Вчера в 11том часу ночи, я ходил гулять с Трейманом, моим учеником. Ночь была лунная. На улицах тихо, да притом мы гуляли у прудков, где и днем то езда невелика. Все располагало к откровенностям. Я все время проговорил с ним об Елизавете Ивановне. Глупо я делаю, что говорю ему все. Никому не надо было, по настоящему ничего говорить, а я всем знакомым разболтал, что я влюблен. В самом деле, надо же чем-нибудь кончить: или разойтись, или продолжать ухаживать за ней, да теперь, пока других кавалеров, лучших меня, не видала, и именно теперь, потому что ей не с кем гулять и она была бы рада моей компании. Ах! Как вспомнишь, так грустно станет, что уже лучше не писать ничего, а отвести душу за долблением французских слов. Я верю в предопределение. Что назначено мне, того не избежать. Надо только переносить с твердостью и стараться быть всегда честным и благородным человеком. Этим и ее привлечешь."
"112","1863-07-26","26 июля. Пятница. Моя любовь к Джустиниани кажется начинает охлаждаться; по крайней мере я не так часто об ней мечтаю; но я все ее люблю. Мне бы хотелось съездить в Павловск. Хоть бы Маша поскорее приезжала из Грузина. Из Джустиниани кажется кто-то приехал. Одна штора в окне их квартиры поднята. Я хотел бы, чтобы они зашли к нам или чтоб Екатерина Ивановна дала мне какие-нибудь поручения. Я б его исполнил с удовольствием. Героический период моего развития еще не прошел, потому что я еще продолжаю воображать себя героем. А мне бы право хотелось выказать какую-нибудь особенную доблесть в присутствии Елизаветы Ивановны. Сегодня уж я не сделал того, что назначил себе из французской грамматики. Это мне очень неприятно. Всего пять дней осталось надо торопиться, а я прохлаждаюсь. Я еще ничего не говорил о том, что хочу брать уроки французского языка. Может быть что одни только мечты. А это будет неприятно, если я за этими мечтами потерял столько времени даром. "
"113","1863-08-03","3 августа. Суббота. Вчера в 11 ч. 50’ скончалась тетенька Ираида Николаевна после долгой болезни (вероятно от водяной). Я присутствовал при ее смерти. Не видел того, как она испустила последнее дыхание, но по крайней мере наблюдал явления, бывшие пред этим. Неприятно!"
"114","1863-08-29","29 августа. Четверг. Сегодня у нас была Елизавета Ивановна Джустиниани. Впечатление, которое она на меня произвела еще не прошло. До ее прихода я занимался, как следует, а после дело пошло чрезвычайно плохо и к завтрему, я думаю, я ничего не буду помнить. Неужели во мне еще находится к ней любовь? Это невыносимо! И что со мной будет далее? Решительно не знаю. Теперь так и тянет пройти мимо их дома, а что я этим выиграю — сам не знаю. Глупо! теперь так ввязался, что нет сил отстать. И хоть бы с ее то стороны я видел взаимность, а то ведь до сих я не заметил ничего особенного. Видно, что я ей нравлюсь более какого-нибудь Виноградов, но ведь мне бы был позор, если б я оказался хуже его. И неизвестно откуда это проклятая любовь навязалась, я ее не домогался и теперь бы желал избавиться, да что тут станешь делать."
"115","1864-02-11","11 февраля. Сейчас только я почитал мое объяснение в любви Елизавете Ивановне. Не знаю, что теперь сказать на счет этого? Нельзя сказать, чтоб я теперь любил ее больше прежнего; но она у меня не выходит из памяти. Образ ее преследует меня, не дает мне покою. Во время моих самых серьезных занятий стоит только вспомнить о ней, чтоб я все отбросил в сторону. Я тогда все забываю, начинаю мечтать, как бы я был счастлив, если б женился на ней, как бы я любил ее и т.п. Но должно быть любовь моя охлаждается. Я начинаю находить в ней недостатки, а все-таки ее голос, ее присутствие изменяет меня совершенно. Не знаю, что далее будет, а теперь спать пора, уже без 10 минут одиннадцать."
"116","1864-03-04","4 марта. Среда. Соня получила место гувернантки в Тамбовской губернии и едет туда послезавтра. У нас конечно суматохе. Сборы к отъезду. Масленица прошла и оставила во мне какое-то сожаление по себе. Это странно. Не знаю, чем все объяснить. Мне кажется, что я теперь делаюсь из мальчика мужчиной, мне нужно женское общество, а его то именно у нас и нет. На масленице я часто бывал в Мариинском театр, видел там хорошеньких дам и девиц (не знаю), а теперь не вижу и вот причина грусти и неприятного чувства тоски. Грусть и тоска не одно и тоже. Я рад 10 раз испытать грусть вместо одного раза тоски. Грусть конечно неприятна, спору нет, но это чувство тихое, а тоска совсем другое — это чувство, которое за душу тянет, покою не дает человеку становится тошно жить на свете, он не знает куда деваться. Я это пишу с собственного опыта, а не выдумываю. В такое время я не могу приняться за книги. Это не лень, а какое-то глупое отвращение к науке. Вообще я не знаю, что со мною делается последнее время. Мне не на шутку становится скучно жить на свете. И действительно для чего жить? Ни себе, ни другим не доставляешь удовольствия, а пользы тем более. Жизнь моя еще не определена. Для этого я должен ждать три года, если вздумается мне остаться в этом курсе. Грустно, право грустно жить на свете и особенно такому дураку, как я. Ни способностей, ни приятной наружности, ни ума — ничего нет. Лучше уж и не говорить о себе, а то начинаешь раздражаться."
"117","1864-12-12","12 декабря. Суббота. Эту тетрадь я хотел в нее записывать, а теперь право лень. Тоска по женскому полу тоже, как и прежде и никого из женских знакомых, хотя бы очень хотелось их иметь. Право иной раз все лень делать, кроме танцев. А танцевать не у кого. Надо знакомиться с каким-нибудь семейством, а с каким не знаю. Глупо, позабросить мечты. Чёрт знает, что я пишу и сам не знаю. Чушь какая-то. Право, хандра находит."
"118","1867-01-11","11 января. Среда. Я думаю снова начать записывать, чтобы легче впоследствии обсудить, что я за человек, куда гожусь и как себя держать в обществе, чтобы быть хоть сколько-нибудь для него нужным. Под словом общество я разумею простое светское общество. Я, вообще, хочу записывать свое умственное и если можно выразиться так, чувственное развитие. Это разумеется не можно сделать, как строго записывать своим мысли и чувства, и чрез несколько времени прочитать, чтобы увидеть, что я пережил. В настоящее время меня интересует, что за чувства я питаю к О.М.Т. Мне кажется, подобные записки принесут ту пользу, что, прочитав их, я составлю себе правила как держаться в обществе; но об этом рассуждение впереди. Теперь дело в том, влюблен ли я в О.М.Т. или нет. В октябре или ноябре прошлого года, не помню, ОМТ была больна ревматизмом суставов. Во время ее болезни мне хотелось спроведать ее, но я не помню, чтоб я того желал пламенно, хотя б сходил к ней тогда с большим удовольствием, чем к кому либо другому. Вскоре она выздоровела, начала к нам ходить, и, как веселая барыня, занимала наше общество, так что без нее было как-то скучно. Я начал с ней, без всякой задней мысли, заговаривать, шутить, как то стороной узнал, что она выразилась, будто я начинаю развертываться, такие глаза стали масляные. Это мне понравилось, я стал с нею смеяться, стал стараться сделать свои свиные глаза масляными, сказать что-нибудь острое, что мне конечно не удавалось. Я теперь даже припоминаю, что мне одной время думалось, будто она мною интересуется. Моим давнишним девизом стало слово Вежливость. Я ОМТ был вежлив чрезвычайно, старался ей угодить (слово чрезвычайно я тут употребил для того, чтобы выразить, что я старался сделать все угодное, предупредив ее желания, как бы поступил и со всякой другой дамой, единственно из самолюбия, чтоб про меня сказали: Какой вежливый, чтоб только чем-нибудь выделиться из окружающих меня людей, к-рым я в некоторых отношениях завидую). Недели три тому назад я заметил, что мне было приятно угодить именно ОМТ, чтоб именно от нее получить благодарность или улыбку, одним словом обратить ее внимание на себя: мне доставляло удовольствие подать ей салом, отворить ей дверь, я с удовольствием смотрел ей на лицо. Недели полторы тому назад мне стало хотеться ходить к ней, я стал особенно прихорашиваться, когда она была у нас или я шел к ней. Я стал принимать позы, идущие, по моему мнению, ко мне, чтоб освещение лампой падало снизу на мое лицо, потому что мне кажется будто я при таком освещении красивее. Мне стало доставлять особенное удовольствие (более сильное, чем прежде) глядеть на нее. На меня нападала радость, когда я увидал, что она идет к нам. Наконец во сне появилась ревность к Густ. Мне показалось, что Г ухаживает за ОМТ и так как он каждый воскресный вечер провожает ее до дому, то мне это стало досадно. теперешние мои чувства след: еще я бы рассказал, что было 7го янв. Это еще день ангела Ивана Галактионовича. Каташенька. позвала нас к себе, а в том числе и ОМ. ОМ в этот вечера была, как мне казалось и кажется, особенно любезна со мной: пригласила однажды сесть возле себя, шептала мне на ухо шутки (этого прежде не бывало), я рассыпался в вежливости. Вечером после ужина, когда мы пошли домой, я пошел с нею, на углу Фуршт. и Воскрес. улиц наши повернули направо, а я с ОМ пошел прямо. Еще прежде этого ОМ говорила мне, что хочет мне предложить один интересующий ее вопрос. Теперь она меня и спросила: что я сказал в 1 вечер Рибо и Соне, что слышал? и что он передал ей, сказав: Владимир Иванович (я) сказал приятное для моей чести и для вас (для ОМ). Это было в одно прошлое воскресенье, мы (Соня, Рибо, и я) расстались пред уходом ОМ. попросила у меня почитать книг и я ей предложил Женские болезни и хотел объяснить устройство женских половых органов. К чему и приступил, вынув атлас Бока; в это время вошел Г. и сказал: Медицина пустяки, а вот возьмите (это он сказал, обращаясь к ОМ) химию, да и читайте ее. Я вскинулся на него, потому что мне его слова кажется глупостью: мы начали горячо спорить, шли по улице и спорили (что ОМ шла среди нас) и расстались на углу Знаменск. и площади Козьмы (Г с ОМ пошли к дому последней), почти ни окончив спора; впрочем, кажется, победа была несколько на моей стороне с Каташенькой у ее дома и, идя домой, встретились с Г., возвращавшимся к себе домой после проводов ОМ. Не видя его и не ожидая его встретить, я что-то сказал Соне о ОМ или о Г. — не помню. В это самое время подошел Г. и, конечно, слышал мои слова, обернувшись. Кажется, и не раздумывал, сказав, что я говорил приятное для его чести и для ОМ и об моих словах и спрашивала ОМ, когда я ее провожал с именин Ивана Галактионовича. Я решительно не помню, что сказал и ответил ОМ, будто я сказал, что Г. нравится ей, а она ответила мне Я так и думала. Я ей объяснил, почему я думаю, что она нравится Г-у и, поняв ее вопрос в то время так, что она дала мне предостережение не говорить в другой раз подобные вещи и след. считает меня за сплетника, я счел нужным обидеться и сказать, что я никогда не ожидал, чтоб Г. стал передавать другим случайно подслушанное им слова, что теперь я с ними буду гораздо осторожнее и мне неприятно, что она будет считать меня сплетником. ОМ назвала меня Соней, ахала и уверяла, что я напрасно волнуюсь. Вернувшись домой, я с час проходил по комнате, раздумывая с какой честью ОМ предложила мне вопрос: что он слышал приятное для нее и для себя."
